"ensembl_gene_id" "hgnc_symbol" "F1" "F3" "F4" "F5" "V1" "V2" "V3" "V4" "V5"
"1" "ENSG00000000003" "TSPAN6" 34.0291169970378 34.6788883279802 35.8880008913719 34.7219512738732 33.297446510419 31.3534194891147 32.7625475019688 30.7299331881492 32.5973219722758
"2" "ENSG00000000419" "DPM1" 83.1691483520375 87.4439825959207 85.630439336157 85.7984448144258 86.4713167872172 86.650506873531 83.8968307889104 75.4887489187143 81.0957766139545
"3" "ENSG00000000457" "SCYL3" 13.0299120676635 14.0245504267567 13.2582913592045 8.80629198975045 12.7998845013403 13.1632057725384 12.6520172965005 11.8020757896515 11.5283211853171
"4" "ENSG00000000460" "C1orf112" 50.9372606057119 51.2897844178531 47.572466297865 49.986190722774 51.6653916873856 56.1688228660414 50.836857925541 46.7629418080531 52.0762094922943
"5" "ENSG00000000971" "CFH" 519.919504028404 529.85480060361 509.728841896322 491.726570818161 431.668895167383 411.924072917228 408.914114177855 426.656173829665 411.521313484145
"6" "ENSG00000001036" "FUCA2" 322.342525216555 333.146820591957 309.447566489922 309.981478039216 327.051468289878 319.78163250946 317.51301273207 326.746777522301 317.307102417934
"7" "ENSG00000001084" "GCLC" 20.1715335639147 19.7982939141358 20.8412709495409 21.5544480130082 21.2074342864494 19.9336846798264 20.17916682733 19.2247649655329 19.7969101734065
"8" "ENSG00000001167" "NFYA" 42.1875918851393 43.8039529562986 42.4933007232057 44.0314599487522 41.7715468215316 44.109815370228 42.8292520416799 40.6763366838303 36.0955711595444
"9" "ENSG00000001460" "STPG1" 7.47269004243499 7.83189179676024 6.86760415728578 6.54181690667176 6.52195154834322 6.01497482321291 6.52047907685832 9.42681525336944 6.51946439445516
"10" "ENSG00000001461" "NIPAL3" 16.5297795558926 15.53628768055 15.2136508762095 14.1739366311221 13.9756104607355 12.5820487847884 12.2859553132383 12.1732102484456 11.8463438387051
"11" "ENSG00000001497" "LAS1L" 74.5377183979591 74.4393994729281 68.8668083550046 71.2890303932179 83.8758462730806 81.5944410801056 82.135157494461 82.4660767440429 82.8449012075888
"12" "ENSG00000001561" "ENPP4" 26.6510179677982 26.9380650404846 28.1142545188887 24.6576175713013 21.5623704251347 24.7282298287642 22.65008521435 21.7484792853326 22.500102727205
"13" "ENSG00000001629" "ANKIB1" 158.912902168238 155.253594594382 163.797128320819 163.377683771751 140.377242850054 144.853379196697 138.005367689858 134.796035434007 140.168484480786
